"","parent_location","country","sex","cause","cause_indicator","pollution_type","value","low_value","high_value"
"2967","Americas","Canada","Both sexes","Total","ENVCAUSE000","household",0,0,0
"2968","Americas","Canada","Male","Total","ENVCAUSE000","ambient",8.69,5.99,11.66
"2969","Americas","Canada","Male","Total","ENVCAUSE000","ambient and household",8.69,5.99,11.66
"2970","Americas","Canada","Male","Total","ENVCAUSE000","household",0,0,0
"2971","Americas","Chile","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",1.24,0.67,1.92
"2972","Americas","Chile","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",2.09,1.08,3.69
"2973","Americas","Chile","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.85,0.41,1.77
"2974","Americas","Chile","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",1.73,0.94,2.68
"2975","Americas","Chile","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",2.7,1.41,4.78
"2976","Americas","Chile","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.97,0.47,2.1
"2977","Americas","Chile","Male","Ischaemic heart disease","ENVCAUSE113","ambient",10.33,8.21,12.33
"2978","Americas","Chile","Male","Ischaemic heart disease","ENVCAUSE113","ambient and household",12.02,9.27,15.62
"2979","Americas","Chile","Male","Ischaemic heart disease","ENVCAUSE113","household",1.69,1.06,3.29
"2980","Americas","Chile","Female","Total","ENVCAUSE000","ambient",14.72,12.07,18.02
"2981","Americas","Chile","Female","Total","ENVCAUSE000","ambient and household",19.31,14.11,26.57
"2982","Americas","Chile","Female","Total","ENVCAUSE000","household",4.59,2.04,8.55
"2983","Americas","Chile","Both sexes","Total","ENVCAUSE000","ambient",19.8,16.61,23.68
"2984","Americas","Chile","Both sexes","Total","ENVCAUSE000","ambient and household",25.25,19.05,34.03
"2985","Americas","Chile","Both sexes","Total","ENVCAUSE000","household",5.45,2.44,10.35
"2986","Americas","Chile","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",2.37,1.28,3.66
"2987","Americas","Chile","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",3.51,1.82,6.2
"2988","Americas","Chile","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","household",1.14,0.54,2.54
"2989","Americas","Chile","Female","Lower respiratory infections","ENVCAUSE039","ambient",2.47,1.38,3.73
"2990","Americas","Chile","Female","Lower respiratory infections","ENVCAUSE039","ambient and household",3.5,2.12,5.31
"2991","Americas","Chile","Female","Lower respiratory infections","ENVCAUSE039","household",1.03,0.74,1.58
"2992","Americas","Chile","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",2.5,1.28,4.04
"2993","Americas","Chile","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",3.47,1.85,5.4
"2994","Americas","Chile","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","household",0.97,0.57,1.36
"2995","Americas","Chile","Male","Total","ENVCAUSE000","ambient",26.27,22.35,31.15
"2996","Americas","Chile","Male","Total","ENVCAUSE000","ambient and household",32.8,25.31,43.54
"2997","Americas","Chile","Male","Total","ENVCAUSE000","household",6.53,2.96,12.39
"2998","Americas","Chile","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient",3.08,1.73,4.67
"2999","Americas","Chile","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient and household",4.28,2.6,6.52
"3000","Americas","Chile","Both sexes","Lower respiratory infections","ENVCAUSE039","household",1.2,0.87,1.85
"3001","Americas","Chile","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",3.24,1.66,5.25
"3002","Americas","Chile","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",4.33,2.31,6.66
"3003","Americas","Chile","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","household",1.09,0.65,1.41
"3004","Americas","Chile","Female","Stroke","ENVCAUSE114","ambient",3.62,2.24,6.13
"3005","Americas","Chile","Female","Stroke","ENVCAUSE114","ambient and household",4.45,2.79,7.33
"3006","Americas","Chile","Female","Stroke","ENVCAUSE114","household",0.83,0.55,1.2
"3007","Americas","Chile","Male","Lower respiratory infections","ENVCAUSE039","ambient",3.95,2.22,5.98
"3008","Americas","Chile","Male","Lower respiratory infections","ENVCAUSE039","ambient and household",5.37,3.29,8.18
"3009","Americas","Chile","Male","Lower respiratory infections","ENVCAUSE039","household",1.42,1.07,2.2
"3010","Americas","Chile","Both sexes","Stroke","ENVCAUSE114","ambient",4.34,2.89,6.82
"3011","Americas","Chile","Both sexes","Stroke","ENVCAUSE114","ambient and household",5.26,3.47,8.16
"3012","Americas","Chile","Both sexes","Stroke","ENVCAUSE114","household",0.92,0.58,1.34
"3013","Americas","Chile","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",4.37,2.24,7.07
"3014","Americas","Chile","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",5.62,2.84,8.92
"3015","Americas","Chile","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","household",1.25,0.6,1.85
"3016","Americas","Chile","Female","Ischaemic heart disease","ENVCAUSE113","ambient",4.9,3.43,6.37
"3017","Americas","Chile","Female","Ischaemic heart disease","ENVCAUSE113","ambient and household",5.8,4.07,7.97
"3018","Americas","Chile","Female","Ischaemic heart disease","ENVCAUSE113","household",0.899999999999999,0.64,1.6
"3019","Americas","Chile","Male","Stroke","ENVCAUSE114","ambient",5.25,3.77,7.69
"3020","Americas","Chile","Male","Stroke","ENVCAUSE114","ambient and household",6.28,4.39,9.14
"3021","Americas","Chile","Male","Stroke","ENVCAUSE114","household",1.03,0.62,1.45
"3022","Americas","Chile","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient",7.4,5.59,9.08
"3023","Americas","Chile","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient and household",8.68,6.52,11.48
"3024","Americas","Chile","Both sexes","Ischaemic heart disease","ENVCAUSE113","household",1.28,0.93,2.4
"3025","Americas","Colombia","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.99,0.51,1.6
"3026","Americas","Colombia","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",1.93,0.99,3.03
"3027","Americas","Colombia","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.94,0.48,1.43
"3028","Americas","Colombia","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",1.35,0.7,2.17
"3029","Americas","Colombia","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",2.4,1.23,3.86
"3030","Americas","Colombia","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","household",1.05,0.53,1.69
"3031","Americas","Colombia","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",1.8,0.93,2.89
"3032","Americas","Colombia","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",3,1.53,4.89
"3033","Americas","Colombia","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","household",1.2,0.6,2
"3034","Americas","Colombia","Female","Ischaemic heart disease","ENVCAUSE113","ambient",11.02,8.08,13.97
"3035","Americas","Colombia","Female","Ischaemic heart disease","ENVCAUSE113","ambient and household",13.46,9.84,17.3
"3036","Americas","Colombia","Female","Ischaemic heart disease","ENVCAUSE113","household",2.44,1.76,3.33
"3037","Americas","Colombia","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient",14.89,11.35,18.22
"3038","Americas","Colombia","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient and household",17.96,13.71,22.55
"3039","Americas","Colombia","Both sexes","Ischaemic heart disease","ENVCAUSE113","household",3.07,2.36,4.33
"3040","Americas","Colombia","Male","Ischaemic heart disease","ENVCAUSE113","ambient",19.56,15.27,23.43
"3041","Americas","Colombia","Male","Ischaemic heart disease","ENVCAUSE113","ambient and household",23.37,18.26,28.84
"3042","Americas","Colombia","Male","Ischaemic heart disease","ENVCAUSE113","household",3.81,2.99,5.41
"3043","Americas","Colombia","Female","Lower respiratory infections","ENVCAUSE039","ambient",2.99,1.41,4.94
"3044","Americas","Colombia","Female","Lower respiratory infections","ENVCAUSE039","ambient and household",4.71,2.79,6.84
"3045","Americas","Colombia","Female","Lower respiratory infections","ENVCAUSE039","household",1.72,1.38,1.9
"3046","Americas","Colombia","Female","Total","ENVCAUSE000","ambient",22.21,18.17,26.65
"3047","Americas","Colombia","Female","Total","ENVCAUSE000","ambient and household",30.04,23.11,38.36
"3048","Americas","Colombia","Female","Total","ENVCAUSE000","household",7.83,4.94,11.71
"3049","Americas","Colombia","Both sexes","Total","ENVCAUSE000","ambient",28.08,23.16,33.38
"3050","Americas","Colombia","Both sexes","Total","ENVCAUSE000","ambient and household",36.96,28.97,46.59
"3051","Americas","Colombia","Both sexes","Total","ENVCAUSE000","household",8.88,5.81,13.21
"3052","Americas","Colombia","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",3.17,1.41,5.34
"3053","Americas","Colombia","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",4.74,2.65,7.14
"3054","Americas","Colombia","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","household",1.57,1.24,1.8
"3055","Americas","Colombia","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient",3.55,1.67,5.85
"3056","Americas","Colombia","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient and household",5.44,3.21,7.9
"3057","Americas","Colombia","Both sexes","Lower respiratory infections","ENVCAUSE039","household",1.89,1.54,2.05
"3058","Americas","Colombia","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",3.89,1.73,6.56
"3059","Americas","Colombia","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",5.58,3.12,8.43
"3060","Americas","Colombia","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","household",1.69,1.39,1.87
"3061","Americas","Colombia","Male","Total","ENVCAUSE000","ambient",35.29,29.26,41.54
"3062","Americas","Colombia","Male","Total","ENVCAUSE000","ambient and household",45.39,36.22,57.08
"3063","Americas","Colombia","Male","Total","ENVCAUSE000","household",10.1,6.96,15.54
"3064","Americas","Colombia","Female","Stroke","ENVCAUSE114","ambient",4.04,2.85,6.15
"3065","Americas","Colombia","Female","Stroke","ENVCAUSE114","ambient and household",5.2,3.62,7.47
"3066","Americas","Colombia","Female","Stroke","ENVCAUSE114","household",1.16,0.77,1.32
"3067","Americas","Colombia","Male","Lower respiratory infections","ENVCAUSE039","ambient",4.22,1.99,6.96
"3068","Americas","Colombia","Male","Lower respiratory infections","ENVCAUSE039","ambient and household",6.32,3.71,9.19
"3069","Americas","Colombia","Male","Lower respiratory infections","ENVCAUSE039","household",2.1,1.72,2.23
"3070","Americas","Colombia","Both sexes","Stroke","ENVCAUSE114","ambient",4.41,3.19,6.45
"3071","Americas","Colombia","Both sexes","Stroke","ENVCAUSE114","ambient and household",5.58,3.97,7.75
"3072","Americas","Colombia","Both sexes","Stroke","ENVCAUSE114","household",1.17,0.78,1.3
"3073","Americas","Colombia","Male","Stroke","ENVCAUSE114","ambient",4.84,3.59,6.78
"3074","Americas","Colombia","Male","Stroke","ENVCAUSE114","ambient and household",6.02,4.36,8.13
"3075","Americas","Colombia","Male","Stroke","ENVCAUSE114","household",1.18,0.77,1.35
"3076","Americas","Colombia","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",4.87,2.16,8.2
"3077","Americas","Colombia","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",6.69,3.34,10.49
"3078","Americas","Colombia","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","household",1.82,1.18,2.29
"3079","Americas","Costa Rica","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.39,0.2,0.63
"3080","Americas","Costa Rica","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",0.7,0.36,1.15
"3081","Americas","Costa Rica","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.31,0.16,0.52
"3082","Americas","Costa Rica","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.64,0.33,1.03
"3083","Americas","Costa Rica","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",1.04,0.54,1.7
"3084","Americas","Costa Rica","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.4,0.21,0.67
"3085","Americas","Costa Rica","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.91,0.47,1.48
"3086","Americas","Costa Rica","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",1.42,0.74,2.32
"3087","Americas","Costa Rica","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.51,0.27,0.84
"3088","Americas","Costa Rica","Female","Lower respiratory infections","ENVCAUSE039","ambient",1.5,0.67,2.52
"3089","Americas","Costa Rica","Female","Lower respiratory infections","ENVCAUSE039","ambient and household",2.23,1.28,3.34
"3090","Americas","Costa Rica","Female","Lower respiratory infections","ENVCAUSE039","household",0.73,0.61,0.82
"3091","Americas","Costa Rica","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient",1.94,0.87,3.26
"3092","Americas","Costa Rica","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient and household",2.8,1.62,4.16
"3093","Americas","Costa Rica","Both sexes","Lower respiratory infections","ENVCAUSE039","household",0.86,0.75,0.9
"3094","Americas","Costa Rica","Male","Ischaemic heart disease","ENVCAUSE113","ambient",12.79,9.9,15.49
"3095","Americas","Costa Rica","Male","Ischaemic heart disease","ENVCAUSE113","ambient and household",14.82,11.27,18.57
"3096","Americas","Costa Rica","Male","Ischaemic heart disease","ENVCAUSE113","household",2.03,1.37,3.08
"3097","Americas","Costa Rica","Female","Total","ENVCAUSE000","ambient",14.31,11.44,17.91
"3098","Americas","Costa Rica","Female","Total","ENVCAUSE000","ambient and household",18.37,14,23.59
"3099","Americas","Costa Rica","Female","Total","ENVCAUSE000","household",4.06,2.56,5.68
"3100","Americas","Costa Rica","Both sexes","Total","ENVCAUSE000","ambient",18.56,15.01,22.6
"3101","Americas","Costa Rica","Both sexes","Total","ENVCAUSE000","ambient and household",23.25,18.2,29.16
"3102","Americas","Costa Rica","Both sexes","Total","ENVCAUSE000","household",4.69,3.19,6.56
"3103","Americas","Costa Rica","Male","Lower respiratory infections","ENVCAUSE039","ambient",2.44,1.09,4.1
"3104","Americas","Costa Rica","Male","Lower respiratory infections","ENVCAUSE039","ambient and household",3.45,2.01,5.15
"3105","Americas","Costa Rica","Male","Lower respiratory infections","ENVCAUSE039","household",1.01,0.92,1.05
"3106","Americas","Costa Rica","Female","Stroke","ENVCAUSE114","ambient",2.75,1.58,5.05
"3107","Americas","Costa Rica","Female","Stroke","ENVCAUSE114","ambient and household",3.36,2.1,5.55
"3108","Americas","Costa Rica","Female","Stroke","ENVCAUSE114","household",0.61,0.52,0.5
"3109","Americas","Costa Rica","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",2.77,1.21,4.7
"3110","Americas","Costa Rica","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",3.95,2.17,6.02
"3111","Americas","Costa Rica","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","household",1.18,0.96,1.32
"3112","Americas","Costa Rica","Both sexes","Stroke","ENVCAUSE114","ambient",2.98,1.87,5.13
"3113","Americas","Costa Rica","Both sexes","Stroke","ENVCAUSE114","ambient and household",3.59,2.34,5.69
"3114","Americas","Costa Rica","Both sexes","Stroke","ENVCAUSE114","household",0.61,0.47,0.56
"3115","Americas","Costa Rica","Male","Total","ENVCAUSE000","ambient",23.26,19.06,27.87
"3116","Americas","Costa Rica","Male","Total","ENVCAUSE000","ambient and household",28.61,22.87,35.53
"3117","Americas","Costa Rica","Male","Total","ENVCAUSE000","household",5.35,3.81,7.66
"3118","Americas","Costa Rica","Male","Stroke","ENVCAUSE114","ambient",3.21,2.17,5.13
"3119","Americas","Costa Rica","Male","Stroke","ENVCAUSE114","ambient and household",3.83,2.61,5.78
"3120","Americas","Costa Rica","Male","Stroke","ENVCAUSE114","household",0.62,0.44,0.65
"3121","Americas","Costa Rica","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",3.28,1.43,5.56
"3122","Americas","Costa Rica","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",4.47,2.34,6.88
"3123","Americas","Costa Rica","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","household",1.19,0.91,1.32
"3124","Americas","Costa Rica","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",3.9,1.7,6.61
"3125","Americas","Costa Rica","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",5.1,2.6,8.09
"3126","Americas","Costa Rica","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","household",1.2,0.9,1.48
"3127","Americas","Costa Rica","Female","Ischaemic heart disease","ENVCAUSE113","ambient",6.89,4.81,9.02
"3128","Americas","Costa Rica","Female","Ischaemic heart disease","ENVCAUSE113","ambient and household",8.13,5.63,10.68
"3129","Americas","Costa Rica","Female","Ischaemic heart disease","ENVCAUSE113","household",1.24,0.82,1.66
"3130","Americas","Costa Rica","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient",9.73,7.23,12.15
"3131","Americas","Costa Rica","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient and household",11.35,8.39,14.49
"3132","Americas","Costa Rica","Both sexes","Ischaemic heart disease","ENVCAUSE113","household",1.62,1.16,2.34
"3133","Americas","Cuba","Female","Ischaemic heart disease","ENVCAUSE113","ambient",10.64,7.49,13.83
"3134","Americas","Cuba","Female","Ischaemic heart disease","ENVCAUSE113","ambient and household",15.54,8.63,29.42
"3135","Americas","Cuba","Female","Ischaemic heart disease","ENVCAUSE113","household",4.9,1.14,15.59
"3136","Americas","Cuba","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient",13.27,9.76,16.8
"3137","Americas","Cuba","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient and household",18.98,11.2,34.88
"3138","Americas","Cuba","Both sexes","Ischaemic heart disease","ENVCAUSE113","household",5.71,1.44,18.08
"3139","Americas","Cuba","Male","Ischaemic heart disease","ENVCAUSE113","ambient",16.05,12.1,19.72
"3140","Americas","Cuba","Male","Ischaemic heart disease","ENVCAUSE113","ambient and household",22.57,13.9,40.43
"3141","Americas","Cuba","Male","Ischaemic heart disease","ENVCAUSE113","household",6.52,1.8,20.71
"3142","Americas","Cuba","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",2.21,1.18,3.48
"3143","Americas","Cuba","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",5.48,1.56,12.68
"3144","Americas","Cuba","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","household",3.27,0.38,9.2
"3145","Americas","Cuba","Female","Total","ENVCAUSE000","ambient",24.73,20.31,30.14
"3146","Americas","Cuba","Female","Total","ENVCAUSE000","ambient and household",42.13,22.38,82.8
"3147","Americas","Cuba","Female","Total","ENVCAUSE000","household",17.4,2.07,52.66
"3148","Americas","Cuba","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",3.19,1.7,5.01
"3149","Americas","Cuba","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",7.19,2.2,16.43
"3150","Americas","Cuba","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","household",4,0.5,11.42
"3151","Americas","Cuba","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",3.44,1.69,5.67
"3152","Americas","Cuba","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",6.35,2.38,12.6
"3153","Americas","Cuba","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","household",2.91,0.69,6.93
"3154","Americas","Cuba","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",3.93,1.92,6.47
"3155","Americas","Cuba","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",6.83,2.61,14.04
"3156","Americas","Cuba","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","household",2.9,0.69,7.57
"3157","Americas","Cuba","Both sexes","Total","ENVCAUSE000","ambient",30.1,25,36.11
"3158","Americas","Cuba","Both sexes","Total","ENVCAUSE000","ambient and household",49.52,27.41,95.83
"3159","Americas","Cuba","Both sexes","Total","ENVCAUSE000","household",19.42,2.41,59.72
"3160","Americas","Cuba","Male","Total","ENVCAUSE000","ambient",36.03,30.23,42.82
"3161","Americas","Cuba","Male","Total","ENVCAUSE000","ambient and household",57.65,33.12,111.6
"3162","Americas","Cuba","Male","Total","ENVCAUSE000","household",21.62,2.89,68.78
"3163","Americas","Cuba","Female","Stroke","ENVCAUSE114","ambient",4.07,2.49,7.02
"3164","Americas","Cuba","Female","Stroke","ENVCAUSE114","ambient and household",6.43,3.03,13.06
"3165","Americas","Cuba","Female","Stroke","ENVCAUSE114","household",2.36,0.54,6.04
"3166","Americas","Cuba","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",4.29,2.29,6.74
"3167","Americas","Cuba","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",9.12,2.94,20.83
"3168","Americas","Cuba","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","household",4.83,0.65,14.09
"3169","Americas","Cuba","Female","Lower respiratory infections","ENVCAUSE039","ambient",4.37,2.29,6.89
"3170","Americas","Cuba","Female","Lower respiratory infections","ENVCAUSE039","ambient and household",8.33,3.17,16.55
"3171","Americas","Cuba","Female","Lower respiratory infections","ENVCAUSE039","household",3.96,0.88,9.66
"3172","Americas","Cuba","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",4.55,2.23,7.5
"3173","Americas","Cuba","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",7.5,2.89,16.45
"3174","Americas","Cuba","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","household",2.95,0.66,8.95
"3175","Americas","Cuba","Both sexes","Stroke","ENVCAUSE114","ambient",4.72,3.11,7.62
"3176","Americas","Cuba","Both sexes","Stroke","ENVCAUSE114","ambient and household",7.26,3.64,14.33
"3177","Americas","Cuba","Both sexes","Stroke","ENVCAUSE114","household",2.54,0.53,6.71
"3178","Americas","Cuba","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient",5,2.62,7.88
"3179","Americas","Cuba","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient and household",9.26,3.62,18.33
"3180","Americas","Cuba","Both sexes","Lower respiratory infections","ENVCAUSE039","household",4.26,1,10.45
"3181","Americas","Cuba","Male","Stroke","ENVCAUSE114","ambient",5.4,3.8,8.26
"3182","Americas","Cuba","Male","Stroke","ENVCAUSE114","ambient and household",8.12,4.29,15.82
"3183","Americas","Cuba","Male","Stroke","ENVCAUSE114","household",2.72,0.49,7.56
"3184","Americas","Cuba","Male","Lower respiratory infections","ENVCAUSE039","ambient",5.74,3.02,9.06
"3185","Americas","Cuba","Male","Lower respiratory infections","ENVCAUSE039","ambient and household",10.35,4.12,20.53
"3186","Americas","Cuba","Male","Lower respiratory infections","ENVCAUSE039","household",4.61,1.1,11.47
"3187","Americas","Dominican Republic","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.82,0.4,1.34
"3188","Americas","Dominican Republic","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",1.85,0.98,2.85
"3189","Americas","Dominican Republic","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","household",1.03,0.58,1.51
"3190","Americas","Dominican Republic","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",1.06,0.52,1.74
"3191","Americas","Dominican Republic","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",2.17,1.16,3.38
"3192","Americas","Dominican Republic","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","household",1.11,0.64,1.64
"3193","Americas","Dominican Republic","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",1.33,0.66,2.19
"3194","Americas","Dominican Republic","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",2.52,1.34,4.01
"3195","Americas","Dominican Republic","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","household",1.19,0.68,1.82
"3196","Americas","Dominican Republic","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",1.4,0.57,2.44
"3197","Americas","Dominican Republic","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",2.34,1.34,3.43
"3198","Americas","Dominican Republic","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","household",0.94,0.77,0.99
"3199","Americas","Dominican Republic","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",1.67,0.68,2.89
"3200","Americas","Dominican Republic","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",2.61,1.49,3.93
"3201","Americas","Dominican Republic","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","household",0.94,0.81,1.04
"3202","Americas","Dominican Republic","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",1.96,0.8,3.41
"3203","Americas","Dominican Republic","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",2.92,1.42,4.6
"3204","Americas","Dominican Republic","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","household",0.96,0.62,1.19
"3205","Americas","Dominican Republic","Female","Ischaemic heart disease","ENVCAUSE113","ambient",15.54,11.64,19.26
"3206","Americas","Dominican Republic","Female","Ischaemic heart disease","ENVCAUSE113","ambient and household",19.88,14.94,25.13
"3207","Americas","Dominican Republic","Female","Ischaemic heart disease","ENVCAUSE113","household",4.34,3.3,5.87
"3208","Americas","Dominican Republic","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient",19.21,14.78,23.28
"3209","Americas","Dominican Republic","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient and household",24.2,18.73,29.83
"3210","Americas","Dominican Republic","Both sexes","Ischaemic heart disease","ENVCAUSE113","household",4.99,3.95,6.55
"3211","Americas","Dominican Republic","Female","Lower respiratory infections","ENVCAUSE039","ambient",2.59,1.03,4.61
"3212","Americas","Dominican Republic","Female","Lower respiratory infections","ENVCAUSE039","ambient and household",4.57,2.73,6.66
"3213","Americas","Dominican Republic","Female","Lower respiratory infections","ENVCAUSE039","household",1.98,1.7,2.05
"3214","Americas","Dominican Republic","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient",2.99,1.19,5.32
"3215","Americas","Dominican Republic","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient and household",5.14,3.07,7.52
"3216","Americas","Dominican Republic","Both sexes","Lower respiratory infections","ENVCAUSE039","household",2.15,1.88,2.2
"3217","Americas","Dominican Republic","Male","Ischaemic heart disease","ENVCAUSE113","ambient",23.09,18.19,27.54
"3218","Americas","Dominican Republic","Male","Ischaemic heart disease","ENVCAUSE113","ambient and household",28.75,22.57,35.37
"3219","Americas","Dominican Republic","Male","Ischaemic heart disease","ENVCAUSE113","household",5.66,4.38,7.83
"3220","Americas","Dominican Republic","Female","Total","ENVCAUSE000","ambient",25.95,21.22,31.08
"3221","Americas","Dominican Republic","Female","Total","ENVCAUSE000","ambient and household",36.29,28.24,45.23
"3222","Americas","Dominican Republic","Female","Total","ENVCAUSE000","household",10.34,7.02,14.15
"3223","Americas","Dominican Republic","Male","Lower respiratory infections","ENVCAUSE039","ambient",3.39,1.35,6.05
"3224","Americas","Dominican Republic","Male","Lower respiratory infections","ENVCAUSE039","ambient and household",5.71,3.41,8.34
